"id","report","language","term","definition","did","pid","is_translation_available","is_translation_fetched","fetch_status","source_endpoint","downloaded_at"
"1804","SRREN","ar",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1804","SRREN","es",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1804","SRREN","fr",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1804","SRREN","ru",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1804","SRREN","zh",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1804","AR6","en","Primary energy","The energy that is embodied in resources as they exist in nature (e.g., coal, biomass uranium, solar radiation, wind, ocean currents) (Grubler et al. 2012). [Note: Primary energy is defined in several alternative ways. The method used in this report is the direct equivalent method, which counts one unit of secondary energy provided from non-combustible sources as one unit of primary energy. For more details on the methodology, see Section 7 in Working Group III Annex II.]",NA,NA,"TRUE","TRUE","ok","ajax.searchbyphraseandreport.php","2026-03-31"
"1804","AR6","ar",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1804","AR6","es",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1804","AR6","fr",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1804","AR6","ru",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1804","AR6","zh",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1806","AR5-WG3","en","Embodied energy {↑ Energy}","The energy used to produce a material substance or product (such as processed metals or building materials), taking into account energy used at the manufacturing facility, energy used in producing the materials that are used in the manufacturing facility, and so on.",NA,NA,"TRUE","TRUE","ok","ajax.searchbyphraseandreport.php","2026-03-31"
"1806","AR5-WG3","ar",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1806","AR5-WG3","es","Energía incorporada","Energía que se utiliza para producir una sustancia o producto material (como los metales procesados o los materiales de construcción), teniendo en cuenta la energía utilizada en la instalación de producción, la energía utilizada para producir los materiales que se emplean en la instalación de producción, y así sucesivamente.","4316","1806","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"1806","AR5-WG3","fr","Énergie intrinsèque","L’énergie intrinsèque est l’énergie utilisée pour produire une substance ou un produit (métal industriel ou matériau de construction), compte tenu de l’énergie utilisée dans l’unité de production, de l’énergie utilisée pour produire des matières qui sont utilisées dans l’unité de production et ainsi de suite.","4316","1806","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"1806","AR5-WG3","ru","Овеществленная энергия","См. Энергия","4316","1806","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"1806","AR5-WG3","zh","隐含能源","见能源。","4316","1806","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"1806","SRREN","en","Embodied energy {↑ Energy}","is the energy used to produce a material substance (such as processed metals or building materials), taking into account energy used at the manufacturing facility (zero order), energy used in producing the materials that are used in the manufacturing facility (first order), and so on.",NA,NA,"TRUE","TRUE","ok","ajax.searchbyphraseandreport.php","2026-03-31"
"1806","SRREN","ar",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1806","SRREN","es",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1806","SRREN","fr",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1806","SRREN","ru",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1806","SRREN","zh",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1808","AR5-WG3","en","Renewable energy (RE) {↑ Energy}","Any form of energy from solar, geophysical, or biological sources that is replenished by natural processes at a rate that equals or exceeds its rate of use. For a more detailed description see Bioenergy, Solar energy, Hydropower, Ocean, Geothermal, and Wind energy.",NA,NA,"TRUE","TRUE","ok","ajax.searchbyphraseandreport.php","2026-03-31"
"1808","AR5-WG3","ar",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"1808","AR5-WG3","es","Energía renovable","Cualquier forma de energía de origen solar, geofísico o biológico que se renueva mediante procesos naturales a un ritmo igual o superior a su tasa de utilización. Para una descripción más detallada, véanse Bioenergía, Energía solar, Energía hidroeléctrica, Energía oceánica, Energía geotérmica y Energía eólica.","4322","1808","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"1808","AR5-WG3","fr","Énergie renouvelable","Toute forme d’énergie d’origine solaire, géophysique ou biologique qui se reconstitue par des processus naturels à un rythme égal ou supérieur à son taux d’utilisation. Pour une description plus détaillée, voir Bioénergie, Énergie solaire, Énergie hydraulique, Énergie marine, Énergie géothermique et Énergie éolienne.","4322","1808","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
