"source","concept_id","report_or_assessment","language","term","definition","alt_labels","is_available","is_fetched","fetch_status","source_endpoint","downloaded_at"
"IPCC","ipcc:4548","SREX","es",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4548","SREX","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4548","SREX","ru",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4548","SREX","zh",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:455","AR5-SYR","ar","التخفيف (من تغير المناخ(","تدخل بشري للحد من مصادر غازات الاحتباس الحراري (GHGs) أو لتعزيز مصارف تلك الغازات. كما يقِّيم هذا التقرير التدخلات البشرية للحد من مصادر مواد أخرى ربما تساهم بطريقة مباشرة أو غير مباشرة في الحد من آثار تغير المناخ، بما في ذلك مثلاً،الحدمنانبعاثاتالجسيماتالدقيقةالتييمكنأنتغّيربطريقةمباشرةالتوازن الإشعاعي(الكربونالأسود،مثلاً)أوالتدابيرالتيتتحكمفيانبعاثاتأحاديأكسيد الكربون، وأكاسيد النيتروجين، والمركبات العضوية المتطايرة وغيرها من الملوثات التييمكنأنتغّيرتركيزالأوزونفيالتروبوسفيرالذييؤثرتأثيراًغيرمباشرعلى المناخ. {الأفرقة العاملة الأول والثاني والثالث}",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:455","AR5-SYR","en","Mitigation","A human intervention to reduce the sources or enhance the sinks of greenhouse gases (GHGs). This report also assesses human interventions to reduce the sources of other substances which may contribute directly or indirectly to limiting climate change, including, for example, the reduction of particulate matter emissions that can directly alter the radiation balance (e.g., black carbon) or measures that control emissions of carbon monoxide, nitrogen oxides, Volatile Organic Compounds and other pollutants that can alter the concentration of tropospheric ozone which has an indirect effect on the climate.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:455","AR5-SYR","es","Mitigación","Intervención humana encaminada a reducir las fuentes o potenciar los sumideros de gases de efecto invernadero. En este informe también se analizan las intervenciones humanas dirigidas a reducir las fuentes de otras sustancias que pueden contribuir directa o indirectamente a la limitación del cambio climático, entre ellas, por ejemplo, la reducción de las emisiones de partículas en suspensión que pueden alterar de forma directa el balance de radiación (p. ej., el carbono negro) o las medidas de control de las emisiones de monóxido de carbono, óxidos de nitrógeno, compuestos orgánicos volátiles y otros contaminantes que pueden alterar la concentración de ozono troposférico, el cual tiene un efecto indirecto en el clima. {GTI, II, III}",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:455","AR5-SYR","fr","Atténuation","Intervention humaine visant à réduire les sources ou à renforcer les puits de gaz à effet de serre (GES). Dans le présent rapport, on évalue aussi les interventions humaines qui visent à réduire les sources d’autres substances et qui peuvent contribuer directement ou indirectement à limiter le changement climatique, par exemple celles qui réduisent les émissions de matières particulaires pouvant directement influer sur le bilan radiatif (ex.: le carbone suie) ou les mesures prises pour lutter contre les émissions de monoxyde de carbone, d’oxydes d’azote, de composés organiques volatils et d’autres polluants pouvant modifier la concentration de l’ozone troposphérique qui a un effet indirect sur le climat. {GT I, II, III}",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:455","AR5-SYR","ru","Смягчение воздействий","Антропогенное вмешательство с целью сокращения количества источников или увеличения числа поглотителей парниковых газов (ПГ). В этом докладе также дается оценка антропогенного вмешательства с целью сокращения количества источников других веществ, которые могут прямо или косвенно способствовать ограничению изменения климата, включая, например, сокращение выбросов твердых частиц, которые могут непосредственным образом изменять радиационный баланс (например технический углерод) или меры, контролирующие выбросы оксида углерода, закисей азота, летучих органических соединений и других загрязнителей, которые могут менять концентрацию тропосферного озона, оказывающую косвенное воздействие на климат. {РГ I, II, III}",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:455","AR5-SYR","zh","(气候变化)减缓","为减少温室气体(GHG)的排放源或增加温室气体的汇而进 行的人为干预。本报告也评估减少其他物质源的人为干预活 动，这些活动可直接或间接地抑制气候变化，例如，可减少可 直接改变辐射平衡(例如，黑碳)的颗粒物质的排放，或者可用 于控制一氧化碳、氮氧化物、挥发性有机化合物及其他污染物 的措施，而这类污染物能够改变对气候有间接影响的对流层 臭氧浓度。{WGI,II,III}",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:455","AR5-WG2","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:455","AR5-WG2","en","Mitigation","A human intervention to reduce the sources or enhance the sinks of greenhouse gases.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:455","AR5-WG2","es","Mitigación","Intervención humana encaminada a reducir las fuentes o potenciar los sumideros de gases de efecto invernadero.",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:455","AR5-WG2","fr","Atténuation","Intervention humaine visant à réduire les sources ou à renforcer les puits de gaz à effet de serre.",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:455","AR5-WG2","ru","Смягчение воздействий","Вмешательство человека в целях сокращения источни- ков или расширения поглотителей парниковых газов.",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:455","AR5-WG2","zh","减缓（气候变化）","为减少温室气体的排放源或增加温室气体的汇而进行的人为干预。",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:455","AR5-WG3","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:455","AR5-WG3","en","Mitigation","A human intervention to reduce the sources or enhance the sinks of greenhouse gases (GHGs). This report also assesses human interventions to reduce the sources of other substances which may contribute directly or indirectly to limiting climate change, including, for example, the reduction of particulate matter (PM) emissions that can directly alter the radiation balance (e.g., black carbon) or measures that control emissions of carbon monoxide, nitrogen oxides (NOx), Volatile Organic Compounds (VOCs) and other pollutants that can alter the concentration of tropospheric ozone (O3) which has an indirect effect on the climate.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:455","AR5-WG3","es","Mitigación","Intervención humana encaminada a reducir las fuentes o potenciar los sumideros de gases de efecto invernadero (GEI). En este informe también se analizan las intervenciones humanas dirigidas a reducir las fuentes de otras sustancias que pueden contribuir directa o indirectamente a la limitación del cambio climático, entre ellas, por ejemplo, la reducción de las emisiones de partículas en suspensión (PM) que pueden alterar de forma directa el balance de radiación (p. ej., el carbono negro (CN)) o las medidas de control de las emisiones de monóxido de carbono, óxidos de nitrógeno (NOx), compuestos orgánicos volátiles (COV) y otros contaminantes que pueden alterar la concentración de ozono (O3) troposférico, el cual tiene un efecto indirecto en el clima.",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:455","AR5-WG3","fr","Atténuation","Intervention humaine visant à réduire les sources ou à renforcer les puits de gaz à effet de serre (GES). Dans le présent rapport, on évalue aussi les interventions humaines qui visent à réduire les sources d’autres substances et qui peuvent contribuer directement ou indirectement à limiter le changement climatique, par exemple celles qui réduisent les émissions de matières particulaires (MP) pouvant directement influer sur le bilan radiatif (ex.: le carbone suie (CS)) ou des mesures prises pour lutter contre les émissions de monoxyde de carbone, d’oxydes d’azote (NOx), de composés organiques volatils (COV) et d’autres polluants pouvant modifier la concentration de l’ozone (O3) troposphérique qui a un effet indirect sur le climat.",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:455","AR5-WG3","ru","Смягчение воздействий","Антропогенное вмешательство с целью сокращения количества источников или увеличения числа поглотителей парниковых газов (ПГ). В этом докладе также дается оценка антропогенного вмешательства с целью сокращения количества источников других веществ, которые могут прямо или косвенно способствовать ограничению изменения климата, включая, например, сокращение выбросов твердых примесей (ТП), которые могут непосредственным образом изменять радиационный баланс (например черный углерод) или меры, контролирующие выбросы оксида углерода, закисей азота (NOx), летучих органических соединений (ЛОС) и других загрязнителей, которые могут менять концентрацию тропосферного озона (O3), оказывающую косвенное воздействие на климат.",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:455","AR5-WG3","zh","(气候变化)减缓","以减少温室气体(GHG)的排放源或增加温室气体的汇为目的的人为干预活动。本报告也评估减少其他物质源的人为干预活动， 这些活动直接或间接地抑制了气候变化，例如减少可直接改变辐射平衡(例如黑碳)的颗粒物质(PM)的排放，或者用于控制一氧化碳、氮氧化物(NOX)、挥发性有机化合物(VOC)及其他污染物的措施，这类污染物能够改变对气候有间接影响的对流层臭氧(O3)浓度。",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:455","AR6","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:455","AR6","en","Mitigation","A human intervention to reduce emissions or enhance the sinks of greenhouse gases.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:455","AR6","es",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:455","AR6","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:455","AR6","ru",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:455","AR6","zh",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:455","SR15","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:455","SR15","en","Mitigation","A human intervention to reduce emissions or enhance the sinks of greenhouse gases.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:455","SR15","es","Mitigación","Intervención humana destinada a reducir las emisiones o mejorar los sumideros de gases de efecto invernadero.",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:455","SR15","fr","Atténuation","Intervention humaine visant à réduire les émissions ou à renforcer les puits de gaz à effet de serre.",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:455","SR15","ru","Смягчение воздействия","Вмешательство человека в целях сокращения выбросов или расширения поглотителей парниковых газов.",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:455","SR15","zh","减缓（气候变化）","旨在减少排放或增加温室气体汇的人类干预。",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:455","SRCCL","ar","التخفيف","تدخل بشري لخفض الانبعاثات أو تحسين مصارف أو بالوعات غازات الاحتباس الحراري.والتقزم (انخفاض الطول بالنسبة للعمر)؛ ونقص الوزن (انخفاض الوزن بالنسبة للعمر،) وسوء التغذية المرتبط بالمغذيات الدقيقة، الذي يشمل أوجه النقص في المغذيات الدقيقة (الافتقار إلى فيتامينات ومعادن هامة) أو فرط المغذيات الدقيقة؛ والوزن الزائد، والسمنة، والأمراض غير السارية المرتبطة بالتغذية (من قبيل مرض القلب، والسكتة الدماغية، والسكري، وبعض أنواع السرطان) (منظمة الصحة العالمية، 2018). وفي بعض الأحيان يُطلق على أوجه النقص في المغذيات الدقيقة اسم ’الجوع المستتر‘ للتشديد على إمكانية أن يعاني الناس من سوء التغذية بمعنى أن يكون لديهم نقص في التغذية بدون أن يكون لديهم نقص في السعرات الحرارية. ويمكن أن ينطبق الجوع المستتر حتى حيثما كان الناس يعانون من السمنة.",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:455","SRCCL","en","Mitigation","A human intervention to reduce emissions or enhance the sinks of greenhouse gases.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:455","SRCCL","es","Mitigación","Intervención humana destinada a reducir las emisiones o mejorar los sumideros de gases de efecto invernadero.",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:455","SRCCL","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:455","SRCCL","ru","Смягчение воздействия","Вмешательство человека в целях сокращения выбросов или расширения поглотителей парниковых газов.",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:455","SRCCL","zh","减缓（气候变化）","旨在减少排放或增加温室气体汇的人类干预。",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:455","SREX","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:455","SREX","en","Mitigation","A human intervention to reduce the sources or enhance the sinks of greenhouse gases.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:455","SREX","es",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:455","SREX","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:455","SREX","ru",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:455","SREX","zh",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:455","SROCC","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:455","SROCC","en","Mitigation","A human intervention to reduce emissions or enhance the sinks of greenhouse gases.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:455","SROCC","es",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:455","SROCC","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:455","SROCC","ru",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:455","SROCC","zh",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4550","SREX","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4550","SREX","en","Diabatic","A process in which external heat is gained or lost by the system.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4550","SREX","es",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4550","SREX","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4550","SREX","ru",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4550","SREX","zh",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4552","AR6","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4552","AR6","en","Emissions scenario {↑ Scenario}","A plausible representation of the future development of emissions of substances that are radiatively active (e.g., greenhouse gases (GHGs) or aerosols), plus human-induced land-cover changes that can be radiatively active via albedo changes, based on a coherent and internally consistent set of assumptions about driving forces (such as demographic and socio-economic development, technological change, energy and land use) and their key relationships. Concentration scenarios, derived from emission scenarios, are often used as input to a climate model to compute climate projections.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4552","AR6","es",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4552","AR6","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4552","AR6","ru",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4552","AR6","zh",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4552","SREX","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4552","SREX","en","Emissions scenario","A plausible representation of the future development of emissions of substances that are potentially radiatively active (e.g., greenhouse gases, aerosols), based on a coherent and internally consistent set of assumptions about driving forces (such as technological change, demographic and socioeconomic development) and their key relationships. Concentration scenarios, derived from emissions scenarios, are used as input to a climate model to compute climate projections. In the IPCC 1992 Supplementary Report, a set of emissions scenarios was presented, which were used as a basis for the climate projections in the IPCC Second Assessment Report. These emissions scenarios are referred to as the IS92 scenarios. In the IPCC Special Report on Emissions Scenarios, new emissions scenarios, the so-called SRES scenarios, were published. SRES scenarios (e.g., A1B, A1FI, A2, B1, B2) are used as a basis for some of the climate projections shown in Chapter 3 of this report.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4552","SREX","es",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4552","SREX","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4552","SREX","ru",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4552","SREX","zh",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4554","SREX","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4554","SREX","en","Extreme coastal high water","Extreme coastal high water depends on average sea level, tides, and regional weather systems. Extreme coastal high water events are usually defined in terms of the higher percentiles (e.g., 90th to 99.9th) of a distribution of hourly values of observed sea level at a station for a given reference period.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4554","SREX","es",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4554","SREX","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4554","SREX","ru",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4554","SREX","zh",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4556","SREX","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4556","SREX","en","Glacial lake outburst flood","Flood associated with outburst of glacial lake. Glacial lake outburst floods are typically a result of cumulative developments and occur (i) only once (e.g., full breach failure of moraine-dammed lakes), (ii) for the first time (e.g., new formation and outburst of glacial lakes), and/or (iii) repeatedly (e.g., ice-dammed lakes with drainage cycles, or ice fall).",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4556","SREX","es",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4556","SREX","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4556","SREX","ru",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4556","SREX","zh",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4558","SREX","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4558","SREX","en","Global surface temperature","The global surface temperature is an estimate of the global mean surface air temperature. However, for changes over time, only anomalies, as departures from a climatology, are used, most commonly based on the area-weighted global average of the sea surface temperature anomaly and land surface air temperature anomaly.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4558","SREX","es",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4558","SREX","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4558","SREX","ru",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4558","SREX","zh",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4560","SREX","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4560","SREX","en","Greenhouse gas","Greenhouse gases are those gaseous constituents of the atmosphere, both natural and anthropogenic, which absorb and emit radiation at specific wavelengths within the spectrum of thermal infrared radiation emitted by the Earth's surface, by the atmosphere itself, and by clouds. This property causes the greenhouse effect. Water vapor (H2O), carbon dioxide (CO2), nitrous oxide (N2O), methane (CH4), and ozone (O3) are the primary greenhouse gases in the Earth's atmosphere. Moreover, there are a number of entirely human-made greenhouse gases in the atmosphere, such as the halocarbons and other chlorine- and bromine-containing substances, dealt with under the Montreal Protocol. Besides CO2, N2O, and CH4, the Kyoto Protocol deals with the greenhouse gases sulfur hexafluoride (SF6), hydrofluorocarbons (HFCs), and perfluorocarbons (PFCs).",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4560","SREX","es",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4560","SREX","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4560","SREX","ru",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4560","SREX","zh",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4562","SREX","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4562","SREX","en","Heat wave","A period of abnormally hot weather. Heat waves and warm spells have various and in some cases overlapping definitions.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4562","SREX","es",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4562","SREX","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4562","SREX","ru",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4562","SREX","zh",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4564","SREX","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4564","SREX","en","Hydrological cycle","The cycle in which water evaporates from the oceans and the land surface, is carried over the Earth in atmospheric circulation as water vapor, condenses to form clouds, precipitates again as rain or snow, is intercepted by trees and vegetation, provides runoff on the land surface, infiltrates into soils, recharges groundwater, and/or discharges into streams and flows out into the oceans, and ultimately evaporates again from the oceans or land surface. The various systems involved in the hydrological cycle are usually referred to as hydrological systems.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4564","SREX","es",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4564","SREX","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4564","SREX","ru",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4564","SREX","zh",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4566","AR6","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4566","AR6","en","Impacts","The consequences of realized risks on natural and human systems, where risks result from the interactions of climate-related hazards (including extreme weather/climate events), exposure, and vulnerability. Impacts generally refer to effects on lives, livelihoods, health and well-being, ecosystems and species, economic, social and cultural assets, services (including ecosystem services), and infrastructure. Impacts may be referred to as consequences or outcomes and can be adverse or beneficial.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4566","AR6","es",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4566","AR6","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4566","AR6","ru",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4566","AR6","zh",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4566","SREX","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4566","SREX","en","Impacts","Effects on natural and human systems. In this report, the term 'impacts' is used to refer to the effects on natural and human systems of physical events, of disasters, and of climate change.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4566","SREX","es",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4566","SREX","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4566","SREX","ru",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4566","SREX","zh",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4568","SREX","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4568","SREX","en","Landslide","A mass of material that has moved downhill by gravity, often assisted by water when the material is saturated. The movement of soil, rock, or debris down a slope can occur rapidly, or may involve slow, gradual failure.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:4568","SREX","es",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
